id,real,coherence,fluency,gt_real,gt_adjusted
80c39aa4b8327318951f08ef17dd894a78557dd1317ca91853cb8bcb3aa19def,0.0,6.0,10.0,0,1
81fea122b90ced75ea759b2a9e1d54442666316e3cbb4200ee96bacd332e7a2f,0.0,6.0,10.0,0,1
8311df75b846cb5d9b40477f916bae9069b50e694306db54880001f905682c43,1.0,10.0,10.0,1,0
911fc570c13c5400ea5111680eee01135e174a01fc01c15f8c6428464f96cecc,1.0,10.0,10.0,0,1
945ba09eab54338564ccbffbdc6a20f70f1d075d2a4602be1904f37a5d4073d4,1.0,10.0,10.0,1,0
ad222ead10d49454ba9b260d3edc4803f1cbd6d695da6ac436974f3a0914d61a,1.0,10.0,10.0,0,1
b33f8fceca1ae1a8a28e44b4542fc166dd1b3a7fd456e4eb22405bf3f4669b59,1.0,10.0,9.0,1,0
bc930c9f2c34fcb9b0b5db5708460d27c104eb5318342c48346bfeb375aa4a53,0.0,7.0,10.0,0,1
beeab96e2aa0617528ce8647192cc3802481170fe0864030d239bfc946af840c,0.0,10.0,7.0,1,0
c11c067c2a9b5259b95e453247251dbeae1d33c35d01b630f3726a333f8c50ae,1.0,10.0,10.0,0,1
c559b85a397ca375f17dc5a93ccb9ae9072180ec42ae4b3b21518a12a74ee0b9,1.0,10.0,9.0,0,1
c73ffa931e99f0f27bd44b448a34ad75e62f038a1083418a490d151e0e304bad,0.0,9.0,9.0,0,1
cdecbab61f72c9b2419074f9970fa1d74810d1cf9535de69f6e35f5aace21dcc,0.0,5.0,10.0,0,1
ce9925f6c896856cdb8cb6ac33318db767c652b967cde93208f5d28d8fac5712,0.0,7.0,8.0,0,1
cf174275a8e21bda3d2c7d339174b7040abf900398a46397815e873d47688817,1.0,10.0,10.0,1,0
dca3d905212d614e1edbcbadf444d63673668f0b059dc3cc4d3dac90700f01ad,0.0,7.0,7.0,0,1
dce1759cd7ddf368cbb35dfbda455577e2084c3bb8cf98c4676c5f27a9fb4491,1.0,10.0,10.0,0,1
df3e94cfdc5d4e1e55fac0bf9b58044782e1a8c71bddde08e616d2e525b6dd66,0.0,5.0,7.0,0,1
df60aba1ceecff1b4540f4c8a82859077406ed742a89b65dc5fb28bb3a97eda1,1.0,10.0,10.0,1,0
e29bcf4b93058bec32d33805eb00fe79e78a1239d039d2d29cae60fce34bcd48,1.0,10.0,10.0,1,0
ef184b40bd8dfdbc77fa379ef53ce7ec8da880494bd01f3e1b2d9f6e75737559,1.0,10.0,10.0,1,0
f1a39fb6893cf95c8844ae8edaf448dd8baa5f68101d03483bc5f7dcf7d8cab8,1.0,10.0,10.0,0,1
f717563a028fab919936d5879f8f2bf37c4991ba2401867cf44c94e3b8e8e3e1,1.0,9.0,9.0,1,0
f74e607f0f57f8c4e37b5e9477c92eb5f12a36312a17dcb4608fea6a9fda08ef,1.0,10.0,10.0,0,1
f80aaa3b6ead4a6d6809d56cc56de4e4e8ab8fc4f52bbae488393f3fff5059ea,0.0,10.0,8.0,0,1
f82c2c331daff7d5087019b1c066ed150e9e59b16c480494959c30b2c27817aa,1.0,10.0,10.0,1,0
fa61d63d6567cf8aa074a63c46c609bc3083a02de9b8255debeefa7f3819f50e,1.0,10.0,10.0,0,1
0720a2fb587c042b7c60c4c18a9b9c4795e77f3f0350c1038baa58f9d7ccedfb,0.0,6.0,7.0,1,0
138f651f1631a5eb53a92f850f9db10a85b7ad665b7da73257b3681bde27c07e,0.0,6.0,4.0,0,0
1c9f924704e79cfb57d11dbfe8a5887d6f14a8f7d322eb9bebf85b0959acf56f,0.0,10.0,7.0,1,0
2263dba0db778d88eda4a2c9670bea8561cbf047307a534b18799259f4190ec9,0.0,6.0,9.0,0,0
36dca261f70c75deb8f10e1f7eaff2aad10dba24afce2f02cb650c86884e3645,0.0,10.0,10.0,1,0
3ca9289b09456139cd2a4767a22b27f9fb4b12ce5baad62058e84f24d9673343,0.0,7.0,10.0,0,0
4068f10865b01ecbdb0524ed1e5752c3e3383f8456dd84123907004cd036480f,0.0,10.0,10.0,0,0
49fb6b1689f7cfe7d985486aca0f9b9d689615f178e5d8e616feec0c310a87b1,1.0,10.0,10.0,1,0
4ad636ee1a444280d0f049121b26b0438a839917f0d3c8a0ea03beabfdd1f0bb,1.0,10.0,9.0,0,0
51a5782259fba4d19e92466ea263de797ff76340f1d6de04b51c5b59312147bc,0.0,2.0,3.0,1,0
6e10980d74a106cc32af08ec402245379fb2c9ece32e8e23d4fe151998dc7332,1.0,10.0,10.0,1,0
7a63527034553906aceba176b423d19b5661c9db6d8a368e105eb85ec7e60c9d,0.0,9.0,6.0,0,0
8211a3a76e5c02186a7dfcff012b54fcb3b68ce0f7d2ddfee5f2cc3f25979d69,0.0,10.0,4.0,0,0
8219d786f0f268ae9322226982653f67da2e9b7216661bad7d170f2a67812d23,0.0,5.0,8.0,0,0
8304d885f4021e8767523779b51eba1a0b59431998a213d8bb2f6ff9eb995be5,0.0,10.0,8.0,1,0
8362a5706a0c24449e3d50ec6d8de9d73c152eae2fc75529c52530bb403b0f29,1.0,10.0,10.0,1,0
845f7cb7ee966a4ab81158a01a70abbbd2976500a6b47807db7d0307797069f3,0.0,8.0,5.0,1,0
8c80b24f72bb7c96031d6e06c2c9ccbd42c0001ecb5b50bacf26b9b21539d689,1.0,10.0,10.0,1,0
90bf5a938e9d70e1f9ae8daed94150735b660720f354cd225da885b77c011073,1.0,10.0,10.0,1,0
94c3c2af30c8506af7e032ca5dbbfb0ce04578791a0d4206b34cbc7fcdb57ef1,1.0,10.0,10.0,0,0
99f46a34af8a6bbc6a3c8b669f291c230f22e98ba310565f0037d0baa7049d74,0.0,6.0,10.0,0,0
a5e39cc9b9011159db3de16f80b934de7b1fd32e610430a8af743a718eebe3fa,0.0,10.0,6.0,0,0
a9d8c426e030bf4961f2631972fdde556f1313a8265aad91c2d383d1338b3a93,0.0,2.0,4.0,1,0
c08326d9c56de29142d0cc71d623da297bd5d9f96d2a7acfab60b3498020191e,0.0,6.0,9.0,1,0
c5b338ea4c7e0b3bd00d90623245fc752f53e49182f4410bee78906227f72e7b,1.0,10.0,10.0,1,0
c5f3ccb26cac5bb719bf4cdbb24bedb425f746449374c21280b5a557ea777c19,1.0,10.0,10.0,1,0
c85f841a1d5173911b7ffcae9bbd6c605d1ab88a70838606a92f2000b80b080e,0.0,10.0,5.0,0,0
c9b96e5468aa5e8f580e94a2014df87232a37dbabf1da52356d8d9051e3f4659,1.0,10.0,9.0,1,0
da4c07c07d2122a317b7d0a1e0da70d63cfcafbbab4cdc7e3869aff77b0cac33,1.0,10.0,8.0,1,0
e7f40ddcd2625791b6dcff2da1a73526ac067d6e35d18dbdda312a5db1712d94,1.0,10.0,10.0,1,0
ece238bab933d613383291ad5c1b05bb5779cc6a0c76a6cfc6af63c7ca08878a,1.0,10.0,10.0,0,0
ed99dd7232e85c034e226ccec4220d6c352d816e6ca3a27bc7172f9cc299cbe5,0.0,9.0,10.0,0,0
fa462ad355b44d6548b0941e7c8f0dbd323de6ee871a77ebc382a10583ba299f,0.0,6.0,9.0,0,0
0a575febed30a52ce8cc4ad2e7d4f685dd3f155bfe0d60877ec6860a0a20642d,1.0,10.0,7.0,1,0
3d2573a6e84415dc4fe04f65f50af4fa480227dd2238c012cfb079333be5f7da,0.0,5.0,6.0,0,0
4c17d5f8047159263183a2272a7fbc90ede44b6323c89e1cdf7beca167d0a5f7,1.0,9.0,6.0,1,0
5ad99d702c4c548ab5bd917c86bb23f2d05c5f8bd56e6ed34dedbb06bea4cff1,0.0,5.0,9.0,1,0
6b10ef8030bcac40f46c05ecb66236b1d6e38d2ae364eab6378ee4e4f8e905ca,1.0,9.0,5.0,0,0
8ad530243caf08b19735a254d36b24a1be5c6a2702e0765e95f202720f85cbcb,1.0,9.0,10.0,1,0
9ed71d3bb1206a8feb4b439be9a9a324b25a1d00b6ad2ee7f5177f99ea8f9184,0.0,7.0,3.0,0,0
12f69b0626c4708684f99b21309d40ce85def039b509cc3930cf415221980985,0.0,5.0,2.0,0,0
16afdf7fdad07ae383a6c710a516ca58a376d62f448799e46338619db44fddfb,0.0,4.0,4.0,0,0
37a6c31e41c059eb1a65075ca3ed997cd04cd58a0812a41873228b93b5d0e73a,0.0,6.0,8.0,0,0
41c472d24b60a04f0551cbb97f5c72fc5fcec5a017c37eb09f084f438c53e51d,1.0,10.0,10.0,1,0
062a40779f2ac0001a995c6822e7ff65609d19dbfa0f677351cdbabce8550010,0.0,4.0,7.0,0,0
80fd76a2da5227ba765254be34acc8b0943e46c16c6bf9cbb91fed7546c3ad6a,0.0,5.0,7.0,0,0
138dc757e92bb9bf83c57bddf1d122ee6b1d8b78896bf76637ccaf17d6d8dcc3,1.0,10.0,10.0,1,0
304ffb8628045545bf7afa4ee5d359139f8808b34120f7436008e4c14997afaa,0.0,6.0,5.0,1,0
589ac5c4d1384403d873494c1448683108cb93c2ac8e62890cf51d9ac8d387e4,1.0,9.0,7.0,1,0
904a87878c15f0a059116d8e15d4c90df4a1045ab0fbc26687d513dd4b5a4b48,1.0,10.0,8.0,0,0
48161f0d0d9c33bc0cd67e21c7d136e1c65d43e7a4543d938ee563b2096a6304,0.0,5.0,7.0,1,0
836650822ad81f790908912fff66c2edcdc352a5de1fbeddbf019f7e20cbc075,0.0,2.0,1.0,0,0
a9b19ec9e0bfd16b09c03404883f4d50d2be9b27811ba0a2d287777fff0b3bd9,0.0,8.0,7.0,1,0
a4408ef2f5e587e7d502b10863b0e1ea0de27dc01951ef9464423dfa5c688005,0.0,1.0,1.0,0,0
afb3d14ccc3f3990b750a2ae6cf89b98cff25609b4fb5088bb81c6641782db5a,0.0,1.0,2.0,0,0
afb9579e3decd973435a9812283db089f5bfbc738c88939b4e658fb3e0902236,1.0,9.0,8.0,1,0
b8428813d924557d7fc31c1c8816538a60db9e4fce6ff143c2747bc3f9d7692e,0.0,7.0,8.0,0,0
beeab96e2aa0617528ce8647192cc3802481170fe0864030d239bfc946af840c,1.0,10.0,10.0,1,0
c85c5cd12b6b1378c07069e6f61e14de7ebe801acba00f6938e3283ff1f45390,0.0,6.0,7.0,0,0
d543e32cd9595739c895c0cb351c739acaf907dffc1ca1e333172a01c28a0e7c,1.0,9.0,8.0,1,0
e29bcf4b93058bec32d33805eb00fe79e78a1239d039d2d29cae60fce34bcd48,1.0,10.0,9.0,1,0
e606323ba8b0ace958711d5efe23521b1161f5f918a0c5a5b6805fe73f9abb7d,1.0,9.0,7.0,1,0
ef36c013b0df74386eef0ff060ac5c373328e6837c50df8f426356f6490b167d,1.0,7.0,7.0,1,0
f0941a22f36d0aaefe9d7a683b314368551651013a03192af7ffada772401cc6,0.0,1.0,3.0,0,0
1ac6867e9de62200c039040904ecd2cb1b6b18c0e24882d6caeb0a1075d2f62d,0.0,4.0,7.0,0,1
1c9f924704e79cfb57d11dbfe8a5887d6f14a8f7d322eb9bebf85b0959acf56f,1.0,9.0,7.0,1,0
2b1160103fac5c6a0f57729afac648fcca23d64c918d98128663b6b39c806e6e,0.0,5.0,9.0,0,1
4e2271a3d04cb159ef420623e2986dbb6839f2c8178dcee6d468f0cd67604ef1,0.0,6.0,4.0,0,1
5f9458e82bb602e6a8404d0018abc6ea0f97db519bf78db1791f050ca4030cf1,1.0,10.0,9.0,0,1
6e10980d74a106cc32af08ec402245379fb2c9ece32e8e23d4fe151998dc7332,1.0,8.0,8.0,1,0
8c80b24f72bb7c96031d6e06c2c9ccbd42c0001ecb5b50bacf26b9b21539d689,1.0,10.0,10.0,1,0
36dca261f70c75deb8f10e1f7eaff2aad10dba24afce2f02cb650c86884e3645,0.0,8.0,4.0,1,0
49fb6b1689f7cfe7d985486aca0f9b9d689615f178e5d8e616feec0c310a87b1,1.0,10.0,10.0,1,0
50ec0061cf19f71ba051d76c917dd8976578ca28d46238de47737d96fb59acf2,0.0,5.0,8.0,0,1
51a5782259fba4d19e92466ea263de797ff76340f1d6de04b51c5b59312147bc,0.0,8.0,5.0,1,0
055bba1c7a2dbc3ca86dc1d5752f781dd703040e183330539f58fecad2fdd601,0.0,6.0,8.0,0,1
60f7712e93b6658aa9f38158d9a0b6648d086c910847973e66eb7240a269dbc6,1.0,9.0,8.0,0,1
71b85fc4cd71073abcf9767a63d3cfaac10d713a37619a2c04cb7c58a3539654,1.0,10.0,8.0,1,0
90bf5a938e9d70e1f9ae8daed94150735b660720f354cd225da885b77c011073,1.0,9.0,7.0,1,0
91e8f9ca04e9ca758b1a74b8f9f5f64edc3522aee9bc6c44c2f8f8b24b988e3d,1.0,9.0,8.0,1,0
198d7f485568e55ca04d9f6569f56f97e8527e8fbe2030295236646d4fb96368,0.0,4.0,7.0,0,1
579e20b93bfe3ead57d16ee278eb673d309d9e39e4ce23645859293050f83ed4,1.0,9.0,9.0,1,0
0720a2fb587c042b7c60c4c18a9b9c4795e77f3f0350c1038baa58f9d7ccedfb,1.0,9.0,10.0,1,0
724ef7250c50a10e988c21dc0726dfcd69ce78cf7bdfb7cea5f33d87fb843b8e,0.0,3.0,5.0,0,1
758f3925d681015c068995033cdf9bdebb4f19f6e493bf7464595930f0f3c245,0.0,6.0,6.0,0,1
0787bcc3b165a9be44c9fcd21618daef14c0eab2409b764a2d673fc34792e309,0.0,6.0,9.0,0,1
845f7cb7ee966a4ab81158a01a70abbbd2976500a6b47807db7d0307797069f3,1.0,7.0,6.0,1,0
4606ef7bcd0b2c3d2c4ee71a4dccaec7574ab3026d6998fd90d0263970f659b9,0.0,4.0,6.0,0,1
8304d885f4021e8767523779b51eba1a0b59431998a213d8bb2f6ff9eb995be5,1.0,10.0,8.0,1,0
8362a5706a0c24449e3d50ec6d8de9d73c152eae2fc75529c52530bb403b0f29,1.0,9.0,7.0,1,0
8785cb53e849d877e832125cdde97ef195d871234d8e4b020c77d80ebec29721,0.0,3.0,8.0,0,1
91964dd40ce1b1435f317b2422d225c311c4f9bc7305117e2a5190a17a8c31d3,1.0,8.0,7.0,0,1
8297467acef01e4283586991f275be287672bf5f2c063c8eb3ec01b01c792dda,0.0,7.0,9.0,0,1
62126006ff553db004536863d6ad54f47072d591d70d115f990eeb02166ce045,1.0,7.0,9.0,0,1
83949930f3c750b2191cbcb66f642d786f9853e8c25e341ecf5295af25bb342d,0.0,7.0,5.0,0,1
a9d8c426e030bf4961f2631972fdde556f1313a8265aad91c2d383d1338b3a93,0.0,5.0,4.0,1,0
b9f83058fb40bf4f2c3bd76c9edc094de7aac0d9371f1f1e2b42ce7b3cd76254,0.0,5.0,3.0,0,1
c5b338ea4c7e0b3bd00d90623245fc752f53e49182f4410bee78906227f72e7b,1.0,9.0,7.0,1,0
c6f7bf7d7e928bf4b6b8a9bcc2c80209e549a88ff880e62fcb35e74e6dc15ca3,1.0,9.0,9.0,1,0
c9b96e5468aa5e8f580e94a2014df87232a37dbabf1da52356d8d9051e3f4659,1.0,9.0,8.0,1,0
c0191fdf12a928ade5bf2783cf979225203fafc1ff9918eb925b89a174efb62d,1.0,7.0,9.0,0,1
c08326d9c56de29142d0cc71d623da297bd5d9f96d2a7acfab60b3498020191e,0.0,1.0,1.0,1,0
cc5531ca95c486e1451162fa064479dc128a41efc10674b4721c5d6743a196e2,0.0,4.0,6.0,0,1
d77f43bef88742eb4783ac15734934829782985282300970e3c24f829e046610,0.0,4.0,6.0,0,1
df89f90cc2366c1fbb91933e40f494abf8837a1498f1d8beadd7d754dede0acc,0.0,4.0,7.0,0,1
e7f40ddcd2625791b6dcff2da1a73526ac067d6e35d18dbdda312a5db1712d94,1.0,9.0,10.0,1,0
e44663166973af790cc8260d52f52696ba340e3fb921e61214ec4223384a7455,1.0,10.0,10.0,1,0
eeeb0ae74331ce6108357eb1717c88b44c1e33ab6d4b9064b7b4dfd99c318114,0.0,4.0,6.0,0,1
f99796f54ab6e6518a689c34bca38775ec139595264e44a0103ba0a8017a0849,0.0,2.0,8.0,0,1
ffaddbef416ae667e316d1c504d1b11be53660fd85d6eca42e64232373ee7784,0.0,1.0,8.0,0,1
1a7786ed8c8bafb941d6770babc78e0307f9e677274f2003f459e1e72be5f3fa,1.0,9.0,9.0,1,0
2da04025718cfa6e3c6732b1dd2ddc835ee1928aac7fca843f54a68ec30d2e83,1.0,7.0,8.0,1,0
281794089416830e0ca246027d88575961e4f2e469b7027e82e91a1e537050d8,1.0,8.0,6.0,1,0
